clean,hashtags,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
realdonaldtrump spent time energy protecting michael flynn son coward awful parent,[],1,0,1,0,0,0,0,0,1,0,0
alright alex party boy neighbors blast music,[],0,0,1,0,1,0,0,0,0,0,0
awardsdaily looks way want see going handle tate murder shudder,['shudder'],0,0,1,1,0,0,0,1,0,0,0
thanks recent follow discoverdelicio johnmilley58 orbeaucustomer happy connect great tuesday,[],0,1,0,0,1,0,1,0,0,0,1
beware wrath angry frustrated agile grandma network oldwomanmediumlightskintone poutingface sayin objectlesson,"['agile', 'objectlesson']",1,0,1,0,0,0,0,0,0,0,0
post trnsmt blues,[],0,1,0,0,1,1,0,0,1,0,0
dropped birth control floor cant find cause blends carpet upsidedownface joy,['joy'],0,0,0,0,1,0,0,0,0,0,0
sometimes need eat delicious piece chocolate remind need bitter sweetness redeems,[],0,0,0,0,1,1,1,0,0,0,0
unchallenged present creates complacent future tuesdaythought selfimprovement success excitement,"['TuesdayThought', 'selfimprovement', 'success', 'excitement']",0,1,0,0,1,0,1,0,0,0,1
hmm looks like one tampax available respond like waiting doomsday reply burning question answer,"['doomsday', 'burning', 'answer']",1,0,1,0,0,0,0,0,0,0,0
annoy name annoys everything annoys upsidedownface,[],1,0,1,0,0,0,0,0,0,0,0
sending love amp prayers families usmc marines lost c130 crash mississippi may lord help abate grief sorrow,[],0,0,0,0,0,1,0,0,1,0,0
sleepy lotion lushcosmetics smells like bouquet lavender bunch toasted marshmallows love child delicious,['delicious'],0,0,0,0,1,0,0,0,0,0,0
when going start define art black music relationship literary tradition across cultures mix2017,['Mix2017'],0,1,0,0,0,0,1,0,0,0,0
happy share new video preview local fav compose excitement cbcmusic musicyyc cjsw breakoutwest hificlub,"['compose', 'excitement']",0,0,0,0,1,0,1,0,0,0,0
yashah07 hahaha got forward want find source teach rollingonthefloorlaughing,[],0,0,0,0,1,0,0,0,0,0,0
exciting day ahead lunch panoramic34 girls foodie yummy myday friends,"['Foodie', 'yummy', 'myday', 'Friends']",0,1,0,0,1,0,1,0,0,0,0
billmoyershq elderly belong wfamily social system broken egregious meancare shake alas,[],1,0,1,0,0,0,0,1,1,0,0
ifonlypeoplewould exist humanity life ignorance nature mothernature sad disappointment smh personal opinion views animals,"['IfOnlyPeopleWould', 'humanity', 'life', 'ignorance', 'nature', 'mothernature', 'sad', 'disappointment', 'smh', 'personal', 'opinion', 'views', 'animals']",0,0,0,1,0,0,0,1,1,0,0
angrydwarf9 carolinesandall ruins frigging night night 9pm mrs loves early bed month dreadful,['dreadful'],1,0,1,0,0,0,0,0,1,0,0
imagine suffering chronic depression told you unattractive chip shoulder dwp wrag wwwgovuk mentalhealth,"['DWP', 'WRAG', 'WWW', 'Mentalhealth']",1,0,1,0,0,0,0,0,1,0,0
work even hours thrown boiling tea everywhere smashed mug smashed milk jug sliced finger open neutralface,[],1,0,1,0,0,0,0,1,1,0,0
happy amazon prime day primers grinningsquintingface,[],0,0,0,0,1,0,1,0,0,0,0
realize may worry gone long fear made new life sewers,[],0,0,0,0,0,0,1,0,0,0,1
espionagelove stop time soon body trembling kian arms relief completely overwhelmed,[],0,0,0,0,1,0,1,0,0,0,0
doranadal janeforrafffa bigsmile great post greatrafa loverafa,"['big', 'great', 'greatRafa', 'loveRafa']",0,0,0,0,1,1,1,0,0,0,0
got gift via cool virtual assistant tryevabot wan experience let know send gift wrappedgift magical delightful smilingfacewithsmilingeyes,"['magical', 'delightful']",0,0,0,0,1,0,1,0,0,0,0
let fear losing greater excitement winning robert kiyosaki\n\nalloutdenimfor kissmarc,[],0,0,0,0,0,0,1,0,0,0,1
insecure strong alone loved sad smile,[],0,1,0,0,0,0,1,1,1,0,0
raymondpryce1 yes happening welding shield get first hand view,[],0,1,0,0,0,0,1,0,0,1,0
callmekarizma take huge nursing school test today nervous,[],0,0,0,1,0,0,0,0,0,0,0
flight delayed numerous times provided snack cart horrific,['horrific'],1,0,1,0,0,0,0,0,0,0,0
feel like watching glee glee make cry trying remember happy times,"['glee', 'glee']",0,0,0,0,1,0,0,0,1,0,0
interesting briefing evening learn shape housing policy epsom amp ewell upto 2032 epsomewellca cllrs absent,['Epsom'],0,1,0,0,0,0,1,0,0,0,0
want diamonds bright future,[],0,0,0,0,1,0,1,0,0,0,0
rained every day since june dreary soggy days row auckland,"['dreary', 'soggy', 'auckland']",0,0,0,0,1,0,0,1,1,0,0
preetbharara twitter barbs insightful delightful read hell hath fury like crusading prosecutor scorned,[],0,1,0,0,1,0,1,0,0,0,0
bennymcnugget sad upset idk,[],0,0,0,0,0,0,0,1,1,0,0
lost without mom cryingface plus tired sick full cold another day paradise upset unwell missyoumommybear sparklingheart sparklingheart,"['upset', 'unwell', 'missyoumommybear']",0,0,0,0,0,0,0,0,1,0,0
americasgottalent live shows many technical faults disheartening,"['AmericasGotTalent', 'disheartening']",1,0,1,0,0,0,0,1,1,0,0
ih1525 tiiimxn literally awe,[],0,0,0,0,1,0,0,0,0,1,0
get intruder alarm going lolz one pts set seenoevilmonkey,[],0,0,1,0,1,0,0,0,0,0,0
omgsh alexis sooooo freaking funny bachelorinparadise facewithtearsofjoy pizza segment plus love jazzy friendship,['BachelorInParadise'],0,0,0,0,1,1,1,0,0,0,0
0530 time brew toast anyone else gets earlydoors mumlife lifewithtoddlers,"['earlydoors', 'mumlife', 'lifewithtoddlers']",0,0,0,0,1,1,1,0,0,0,0
elliegillxx 0liviarobertson poor lyn facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy livv hope forgets year revenge,[],1,0,1,0,1,0,1,1,1,0,0
prison awfully gloomy would mind put ribbons bars,[],0,0,1,0,1,0,1,0,0,0,0
armys see working hard keep bts social chart \ndo feel discouraged still amazing bts promos twohearts,['2'],0,0,0,0,1,0,1,0,0,0,1
went bed 130 fell asleep niece started crying dying anguishedface,[],1,0,1,0,0,0,0,1,1,0,0
rosieblossoms miserable piece shit poutingface,[],1,0,1,0,0,0,0,0,0,0,0
wont things might offend faves bcs better,[],0,0,0,0,1,0,1,0,0,0,0
contentwiththelordsportion even times scarcity yet rejoice lord joy god salvation hab 318,"['ContentwiththeLordsPortion', 'rejoice', 'LORD', 'joy', 'salvation', 'Hab']",0,0,0,0,1,0,1,0,0,0,0
dro damn fine insecure,['insecure'],0,0,0,1,0,0,0,0,0,0,0
makeup going sale \nbut got funds heartbreaking,['heartbreaking'],0,0,1,0,0,0,0,0,1,0,0
know fear clogged toilet work find plunger horrifying bathroom firstworldproblems,"['horrifying', 'bathroom', 'FirstWorldProblems']",1,0,1,1,0,0,0,0,0,0,0
calling ugly even insult know already,[],1,0,1,0,0,0,0,1,1,0,0
aleesha—kitchen sink twenty one pilots,[],0,1,0,0,0,0,0,0,0,0,0
glad like sad people online gossip bully others entertainment life,[],0,0,0,0,1,0,1,0,1,0,0
realskipbayless opinions sports dreadful,[],1,0,1,0,0,0,0,1,1,0,0
evmarketus thanku follow thumbsup \nus hairdressers love sharing smiles beamingfacewithsmilingeyes \nit universal language okhand \nhave fab day faceblowingakiss,"['follow', 'hairdressers', 'smiles']",0,0,0,0,1,1,1,0,0,0,1
skyuk put hold minutes till hung happy terribleservice unhappy virginmedia stayed,"['not', 'terribleservice', 'unhappy']",1,0,1,0,0,0,0,0,1,0,0
piersatpenn thank dear emily wonderful share love emily happy moment beautiful friend,[],0,0,0,0,1,1,1,0,0,0,0
guess stayed 2am incase someone called never like knew already mistakes made,[],0,1,0,0,0,0,0,0,1,0,0
definitely something happening today solareclipse2017 weird annoyed,"['SolarEclipse2017', 'weird', 'annoyed']",1,0,0,0,0,0,0,0,0,0,0
johnmayer dsm shows sadness,['sadness'],0,0,0,0,0,0,0,1,1,0,0
got home horrible mood mom pissed moment stepped feet house really almost,[],1,0,1,1,0,0,0,0,0,0,0
need something something must done \n\nyour anxiety amusing nothing done despair,[],1,0,1,1,0,0,1,0,0,0,0
berger king gotten away selling absolute pileofpoo many years terrible,['terrible'],1,0,1,0,0,0,0,0,0,0,0
bonless sirlion tips mixed veggies browngravy amp homemade mashed potatoes inthekitchen latenightmunchies yummy getuagirlthatcancook,"['inthekitchen', 'latenightmunchies', 'yummy', 'getuagirlthatcancook']",0,1,0,0,1,1,1,0,0,0,0
lights shut turn settle main concern,[],0,1,0,0,0,0,1,0,1,0,0
click download message says thank downloading itunes \nso download frustrated,"['iTunes', 'frustrated']",1,0,1,0,0,0,0,0,0,0,0
alisonmoyet knock knock \nwho \na guard\na guard push pineapple shake tree \n\ni shut,[],1,0,1,0,1,0,0,0,0,0,0
weareelektron sadly digitakt seems stock europe know european online store,['digitakt'],0,0,0,0,0,0,0,0,1,0,0
revenge marathon begun highvoltage,['revenge'],1,0,0,0,0,0,0,0,0,0,0
tonight run restless,['restless'],0,1,0,1,0,0,0,0,1,0,0
live miles away work amp arrived realise laptop still bed,[],1,0,0,0,1,0,0,0,0,0,0
benripley42 dont know seem annoyed grinningfacewithsmilingeyes,[],1,0,0,0,0,0,0,0,0,0,0
halfway madeforlove alissanutting utterly brilliant reading laughing loud,"['madeforlove', 'brilliant', 'Reading']",0,0,0,0,1,1,0,0,0,0,0
swish41 offense mavs 2nd favorite part dallas barbecue delicious,['delicious'],0,0,0,0,1,1,1,0,0,0,1
annakingradio new studio kit terrified pressing wrong button launching something dangerous smilingfacewithsmilingeyes,[],0,0,0,1,1,0,0,0,0,0,0
vvxaii feel shy call friend sister blueheart blueheart,[],0,0,1,0,1,0,0,0,0,0,0
mikeandmike busterespn get time orioles buyers sellers going panic,['panic'],0,0,0,1,0,0,0,0,1,0,0
statedept certainly bode well afghan woman girls bad option,"['That', 'Afghan', 'bad']",0,0,1,0,0,0,0,0,0,0,0
jarrius send jaygerrr smoke madden comes facewithtearsofjoy callmehand,[],1,1,1,0,0,0,0,0,0,0,0
need transcript trump praying terrific jesus,['terrific'],0,0,1,0,0,0,0,0,0,0,0
delta kidding delayed 730pm 1100 cancel pilot overtime,[],1,0,1,0,0,0,0,0,1,0,0
like might set top car amp shit long gone loudlycryingface,[],1,0,1,0,0,0,0,0,1,0,0
really pissed fuck good job keeping kid well like see sick sad,[],1,0,1,0,0,0,0,0,1,0,0
keithrothfus silencecomplicity obviously problem russian interference sad russianhacking treason,"['sad', 'russianhacking', 'treason']",0,0,1,0,0,0,0,0,1,0,0
ryanhedderick happy birthday big fella good one blues,[],0,1,0,0,1,0,1,0,0,1,1
iaindale lbc word worse moist opinion scrape ugh shudder,"['ugh', 'shudder']",0,0,1,1,0,0,0,0,1,0,0
torridfashion love online order drama horrible hold music bit shopping induced headache annoyed,['annoyed'],1,0,1,0,0,0,0,0,1,0,0
reason someone smiles today smile happiness,"['smile', 'happiness']",0,0,0,0,1,0,1,0,0,0,0
sad missed gdragon tonight seattlemight awhile back hope everyone attended concert great time,"['Sad', 'missed', 'GDragon', 'tonight', 'Seattle', 'concert', 'great', 'time']",0,0,0,0,1,0,1,0,1,0,0
frowningface,[],0,0,0,0,0,0,0,0,1,0,0
coulda sworn interview vampire hmmm mandela effect anyone interviewwithavampire annerice books horror ilovevamps,"['interviewwithavampire', 'annerice', 'books', 'horror', 'ilovevamps']",0,1,0,1,1,1,0,0,0,0,0
omg grateful education ive back school two days back hurts exhausted breaking already smilingfacewithhearteyes,[],0,0,0,0,1,1,0,0,0,0,0
ubiqsmart looking like good buy price great platform dev team future looks bright,['bright'],0,0,0,0,1,0,1,0,0,0,0
thinking life morning something missing feeling restless,[],0,0,0,1,0,0,0,1,1,0,0
watching phoenix video first time holy fuck guy seriously deranged unhinged everyone terrified,"['Phoenix', 'terrified']",0,1,1,1,0,0,0,1,0,0,0
bedtime full listen lou reed album transformer full albums underrated days back2back enjoyment opticaldisk musicalnotes,"['back2back', 'enjoyment']",0,0,0,0,1,1,0,0,0,0,0
sruhle msnbc sebestian gorka arrogant ahole business speaking,[],1,0,1,0,0,0,0,0,0,0,0
even tell lie felt like special till realized wassup left got feeling dreadful,[],0,0,0,0,0,0,0,0,1,0,0
watching espn anymore took robert lee name police insanity hatred bigots leftwingnutjob,"['hatred', 'bigots', 'LeftwingNutJob']",1,0,1,0,0,0,0,0,0,0,0
tootaehyung omggg bloated wonderful idea start tomorrow,[],0,0,0,0,1,0,1,0,0,0,0
dying hair extreme color first time excited nervous change notfastenough,"['excited', 'nervous', 'change', 'notfastenough']",0,0,0,0,1,0,1,0,0,1,0
taking time busy catch great american eclipse really incredible see even partial view view,"['great', 'American', 'eclipse']",0,1,0,0,1,1,0,0,0,0,0
programmer wisdom understanding difference getting program run runnable program puppy,['puppy'],0,1,0,0,1,0,1,0,0,0,0
elegantlywasted chelseaclinton new kennedy american politics sadly mom daughter charming toe nail,[],0,0,0,0,0,0,0,0,1,1,0
like glow dark fidgetspinner glows dark neither feels lighter smoother others,"['glow', 'dark', 'fidgetspinner']",0,0,0,0,1,0,1,0,0,0,0
charming smile really make smile believe,[],0,0,0,0,1,1,1,0,0,0,0
wengzyjb even know naa koy beautiful nightmare hahahaha oks,[],0,0,0,1,1,1,1,0,0,0,0
borisjohnson unhappy cost leaving published letter outlining reasons stay instead idiot,[],1,0,0,0,0,0,0,0,1,0,0
rickysnecklace proud mils keep smiling redheart,[],0,0,0,0,1,1,1,0,0,0,1
glad posing waited run sun came cause usually run dark morning,[],0,0,0,0,1,0,1,0,0,0,0
cookie heartsuit nutella topping kinder buenowhite\n cookie muffin nutella food delicious foodporn happy dessert chocolate cake junkfood,"['cookie', 'muffin', 'nutella', 'food', 'delicious', 'foodporn', 'happy', 'dessert', 'chocolate', 'cake', 'junkfood']",0,0,0,0,1,1,1,0,0,0,0
pale longer wan laugh smile wan fucking cry,[],0,0,0,0,0,0,0,1,1,0,0
mabisson aroundtherings la2024 felt soul hilarious,[],0,0,0,0,1,0,0,0,0,0,0
maritzabuys666 looks wonderful wish cock tho smilingfacewithhearteyes,[],0,0,0,0,1,0,1,0,0,0,0
government take strong action terrorism amarnathterrorattack kadi ninda,['AmarnathTerrorAttack'],1,0,0,1,0,0,1,0,0,0,0
fill campaign bank account tens millions dollarstrump 2020 campaign start sad bad,"['sad', 'bad']",1,0,1,0,0,0,0,0,1,0,0
nothing makes happier managing depression well,[],0,0,0,0,1,0,1,0,1,0,0
glad four top picks got agt,"['glad', 'top', 'AGT']",0,0,0,0,1,0,0,0,0,0,0
joycemeyer mrsglessman day vengeance god comfort mourn console mourn zion give,"['day', 'vengeance', 'God', 'comfort', 'mourn', 'mourn', 'Zion']",0,0,0,0,1,0,1,0,1,0,1
handle rude people matter job consultant treat people would like treated poutingface disapointed,['disapointed'],1,0,1,0,0,0,0,0,1,0,0
waved daughter wee friend school walking sob terrifying,"['sob', 'terrifying']",0,0,0,1,0,0,0,0,1,0,0
let longer languish pain look forward joy gifted achieve life eleesha quote,"['pain', 'joy', 'Eleesha', 'quote']",0,0,0,0,1,0,1,0,1,0,0
baek0ff byunglows philippines grinningfacewithbigeyes,[],0,0,0,0,1,0,0,0,0,0,0
jamesmb donaldjtrumpjr knife clean tough enough fire gun tough enough get hands dirty awful,['awful'],1,0,1,0,0,0,0,0,0,0,0
meppenbrock nypost nonstory\ndaughter tripped home alarm cop responded,[],0,0,0,0,0,0,1,0,0,0,1
rage disappointment man life lol,"['Rage', 'disappointment']",1,0,1,0,0,0,0,1,1,0,0
jdmhatchg a34bart iointeractive ravenclaww04 hitman attitude makes beam delight every time encounter,[],0,0,0,0,1,0,1,0,0,0,0
sonukumar876543 thank sharing concern please jio amp alternate number assist rahul,[],0,1,0,0,1,0,0,0,0,0,0
quite possibly worst anthems ever heard pro sports singers wish deaf asg2017 mlb mlballstargame,"['ASG2017', 'mlb', 'MLBAllStarGame']",1,0,1,0,0,0,0,0,1,0,0
love hate cause smile,['smile'],0,0,0,0,1,0,1,0,0,0,0
come quiet well behaved cats dogs ride plane tiny bag screaming small humans roam free outrage teampet,"['outrage', 'teampet']",1,0,1,0,0,0,0,0,0,0,0
alaina days snap streak,[],0,1,0,0,0,0,1,0,0,0,0
understand ppl save wasps next chance lil dude gets gnna sting grandma,[],1,0,1,0,0,0,0,0,1,0,0
tonyposnanski putin told pout heylookatthedistraction,"['pout', 'heylookatthedistraction']",0,0,0,0,0,0,0,0,0,0,0
oxandcartuk jamieoliver made quickandeasyfood,['quickandeasyfood'],0,0,0,0,1,0,0,0,0,0,0
badday went youtube watched domoandcrissy reaction old pics thanks ladies laughs,"['BadDay', 'YouTube', 'Thanks', 'ladies', 'laughs']",0,0,0,0,1,1,1,0,0,0,0
freakin deleted half episode bip accident bachelorinparadise,['bachelorinparadise'],0,0,1,0,1,0,1,0,1,0,0
see campaignmasterclass friday haystravel excited hope smilingfacewithsmilingeyes emailmarketing,"['CampaignMasterclass', 'emailmarketing']",0,1,0,0,1,0,1,0,0,0,0
dirtyducko funder wish could like twice hilarious,['hilarious'],0,0,0,0,1,0,1,0,0,0,0
enter code free lyfts parx great save money shop blissful freecab,"['Isn', 'blissful', 'FREECAB']",0,0,0,0,1,0,1,0,0,0,0
fadedmerrell merrellmilitary hibadahibi hahaha ill back away coy,['coy'],0,0,0,0,1,0,0,0,0,0,0
1ncamera weehugs davidyoungpa stupidity part proud cultural identity angryface,[],1,0,1,0,0,0,0,0,0,0,0
devlinjim sophielong01 daniel throne like fiery flame wheels burning fire,[],0,0,0,0,0,0,0,0,0,0,0
literally work almost everyday wait start blessed foldedhands blueheart,['blessed'],0,1,0,0,1,0,1,0,0,0,0
ldnoverground train announcing absolutely everything overground station network giggle,['giggle'],0,1,0,0,1,0,0,0,0,1,0
lose ever lost best friend soul mate smile laugh everything,[],0,0,0,0,0,1,0,0,0,0,1
bathe pool stars sun wash away assumptions rejoin joyful noise bliss love loveoverhate resistinbeauty,"['stars', 'sun', 'joyful', 'love', 'LoveOverHate', 'ResistInBeauty']",0,0,0,0,1,1,1,0,0,0,0
mad sus hung facewithtearsofjoy,[],1,1,0,0,1,0,0,0,0,0,0
delkrushnic knw temper paaa lol chill dear pissed waii else worry saaa sorry tiredface,[],1,0,1,1,0,0,0,0,1,0,0
kicchasudeep words sir thank concern,[],0,0,0,0,1,1,1,0,0,0,1
disappointed portrayal kylie jenner makes look fake amp filthy rich every turn disappointment enews lifeofkylie nauseatedface unamusedface,"['disappointment', 'LifeofKylie']",1,0,1,0,0,0,0,0,1,0,0
think eternally irritated lit teacher facewithtearsofjoy,[],1,0,1,0,0,0,0,0,0,0,0
chelsea united must furious,[],1,0,1,0,0,0,0,0,0,0,0
moment worry lifted grateful,['grateful'],0,0,0,0,1,1,1,0,0,0,0
y0ure tr0uble d0nt hesitate ask f0r help,[],0,1,0,0,1,0,1,0,0,0,1
devbostick danielhenshall beautiful,[],0,0,0,0,1,1,1,0,0,0,0
never relived grinningsquintingface,[],0,0,0,0,1,0,1,0,0,1,0
thedemonwriter terrible lol kidding,['terrible'],0,0,0,0,1,1,0,0,0,0,0
person excited yeah excited afraidadapting studying dont want,[],0,0,0,1,1,0,0,1,0,0,0
mother nature dropping mad beats morning wish would shake shower stall standing naked,[],0,1,0,0,0,0,1,0,1,0,0
monikagoswamirk see episodes dillagi still curious falling hero grinningsquintingface watching soon winkingface grinningfacewithbigeyes,['DilLagi'],0,1,0,0,1,0,1,0,0,0,0
jacksepticeye grass growing simulator offended,[],1,0,1,0,0,0,0,0,0,0,0
men call shy mean reassure making sure good investment alla facewithrollingeyes,[],0,1,0,0,1,0,1,0,0,0,1
achubbypanda would growl softly licks lips need prove think might need somewhere private,[],0,0,0,0,0,1,0,0,0,0,0
bih lock shit depressing,['depressing'],0,0,0,0,0,0,0,1,1,0,0
step brilliance womeninbiz womeninbusiness successs femaleleaders femaleentrepeneurs,"['brilliance', 'womeninbiz', 'womeninbusiness', 'successs', 'femaleleaders', 'femaleentrepeneurs']",0,0,0,0,1,0,1,0,0,0,0
olark mashable thanks olark awesome someone suffers anxiety migraines always fear stigma give hope,"['awesome', 'Anxiety']",0,0,0,1,1,0,1,0,0,0,0
woe unto full shall hunger woe unto laugh shall mourn weep \nluke 625,"['Woe', 'you', 'full', 'hunger', 'Woe', 'laugh', 'mourn', 'weep']",0,0,0,0,1,0,0,0,1,0,0
addictedspurs cos great,['great'],0,0,0,0,1,0,1,0,0,0,0
uksportszone words like result poll packing polls amp taking home pout facewithtearsofjoy facewithtearsofjoy smilingcatfacewithhearteyes bbn,['bbn'],0,0,1,0,1,0,0,0,0,0,0
nitashakaul snehakaul2kaul beautiful dear thanks everybody knows benefit india amp goi done terror attack,[],0,0,0,0,1,0,1,0,0,0,0
sorry annoy real passionate ruby always want give love deserves loudlycryingface,[],1,0,0,0,0,1,0,0,1,0,0
huge fan ryanair last flights horrific rude poorservice nostock etc etc etc dissapointed,"['rude', 'poorservice', 'nostock', 'dissapointed']",1,0,1,1,0,0,0,0,1,0,0
happy birthday brother another mother official1cedi dis year blessing break itz,['Break'],0,0,0,0,1,0,1,0,0,0,0
supposed arduous interact people other people seem struggle,[],0,1,0,0,0,0,0,0,0,0,0
rainbow6game felt guilt playing game horrible rainbowsixsiege,"['horrible', 'RainbowSixSiege']",0,0,1,0,0,0,0,0,1,0,0
revolation soon possible fearless fearful good goodness,"['AI', 'revolation', 'fearless', 'fearful', 'good', 'goodness']",0,0,0,1,1,0,1,0,1,0,0
wake somewhere else know arsehole pressed button,['arsehole'],1,0,1,0,0,0,0,0,0,0,0
jericho1864 rachllea thank hope terrific tuesday,[],0,0,0,0,1,0,1,0,0,0,0
skyuk impressed customer support forcing customers use chat sms slow issue getting sorted,[],1,0,1,0,0,0,0,0,0,0,0
beautiful pout,[],0,0,0,0,1,1,0,0,0,0,1
today feel like exposed wire dangerously close another exposed wire provocation fry,[],1,0,1,1,0,0,0,1,0,0,0
brettkeeble guess never smartassunit worry,['worry'],1,0,1,1,0,0,0,1,1,0,0
throw stones complain stumble climb build william arthur ward inspiring,['inspiring'],0,0,0,0,1,0,1,0,0,0,0
thejeremyvine coffee\n\nnow something else worry,[],0,0,0,1,0,0,0,0,1,0,0
eeeeekkkk \nproduct launch smilingfacewithhearteyes raisedhand sparklingheart \ni literally b•u•z•z•i•n•g \nsingle sachets smilingfacewithhearteyes smilingfacewithhearteyes \nmessage winkingfacewithtongue persongesturingok purpleheart loveyourlifestyle shakes,"['loveyourlifestyle', 'shakes']",0,0,0,0,1,1,0,0,0,0,0
greatest happiness seeing someone like stay happy daidouji tomoyo cardcaptor sakura,[],0,0,0,0,1,1,0,0,0,0,0
andyfleming83 bastard squirrels poutingface,[],1,0,1,0,0,0,0,0,0,0,0
aaron0424 marquezmark06 serious paranormal stuff going,[],0,0,0,1,0,0,0,0,0,0,0
boys awful also amazing right,[],0,0,0,0,1,0,1,0,0,0,0
mtailor better tailor least tailor would know navy blue 500 weeks innacurate suit,"['navy', 'blue', 'innacurate']",1,0,1,0,0,0,0,0,1,0,0
pamelageller disgusting facebook may end like snap traitor,"['snap', 'traitor']",1,0,1,0,0,0,0,0,0,0,0
nisalocally cocacolagb thanks love share coke holiday family smile chance win,"['smile', 'Win']",0,0,0,0,1,1,1,0,0,0,1
drink day start morning drake gets facewithtongue,[],0,0,1,0,1,0,0,0,1,0,0
hdfcergogic customer care exec unable pull information amp insurance horrible service beware renewal,"['horrible', 'service', 'beware', 'renewal']",1,0,1,0,0,0,0,0,1,0,0
displeasure pieced shakespeare,['shakespeare'],0,0,1,0,0,0,0,0,1,0,0
lost appetite past days swear already lost pounds depressing least skinny pride weekend,"['depressing', 'at', 'least', 'i', 'will', 'be', 'skinny', 'for', 'pride', 'weekend']",0,0,0,0,0,0,0,1,1,0,0
get fuck capable wan sit sulk bullshit fear failure honestly fuck,[],1,0,1,0,0,0,0,0,0,0,0
sometimes smile pretend everything okay walk away,[],0,0,0,0,1,0,1,0,1,0,0
tomandlorenzo gameofthrones certainly killed many sentient creatures made real fur shame furismurder,"['shame', 'furismurder']",1,0,1,0,0,0,0,1,1,0,0
sick must someone wish punish someone friend insecure lonely miserable vengeful rhoc,"['insecure', 'lonely', 'miserable', 'vengeful', 'RHOC']",1,0,0,0,0,0,0,0,1,0,0
already tell molly tryna fake shit gon deny dude one time jump offer end insecure,['insecure'],1,0,1,1,0,0,0,0,0,0,0
revenge change chooseaside country india,"['revenge', 'Change', 'ChooseASide', 'India']",1,0,0,0,0,0,0,0,0,0,0
keenanruggeri would raging probably put place instead extra crisp,[],1,0,1,0,0,0,0,0,0,0,0
shit depressing weather wish travel world living,[],1,0,1,0,0,0,0,1,1,0,0
mom talking highschool shy said thinks gon get bullied unamusedface shy mylife moms bullying,"['shy', 'me', 'mylife', 'moms', 'bullying']",1,0,0,1,0,0,0,1,0,0,0
wish everyone could see msnbc cnn talked trumps speech ashamed along sheep followers,"['MSNBC', 'CNN']",1,0,1,0,0,0,0,0,1,0,0
cubewatermelon jonkimbel hilarious legit milkshake duck apologizers yes hypothetic milkshake duck,[],1,1,0,0,1,0,0,0,0,0,0
dannie terrible influence piercing time facewithtearsofjoy syringe,[],1,0,1,0,1,0,0,0,0,0,0
popstufs3 coffee good view even better smilingfacewithsmilingeyes,[],0,0,0,0,1,1,1,0,0,0,0
dog would stop barking eight raging headache,[],1,0,1,0,0,0,0,0,1,0,0
james clapper scary disturbing 25thamendmentnow impeachtrump terrified nuclearcodes godhelpus,"['25thAmendmentNow', 'ImpeachTrump', 'terrified', 'nuclearcodes', 'Godhelpus']",0,0,0,1,0,0,0,0,0,0,0
thealiceroberts fryrsquared adamrutherford obviously never tried repressing red head fiery,['fiery'],1,0,1,0,0,0,0,0,0,0,0
khaojimmy okay awak grinningsquintingface,[],0,0,0,0,1,0,0,0,0,0,0
livedarts rip friend cant get head round devastated,['devastated'],0,0,0,0,0,0,0,0,1,0,0
certain section threaten war spit fire brimstone time hear words restructuring selfdetermination,[],1,0,1,1,0,0,0,0,0,0,0
entire universe outside galaxy could completely disappeared 20000 years ago still would know yet terrifying,['terrifying'],0,0,0,1,0,0,0,1,0,0,0
sheenkl assume manga good,['good'],0,1,0,0,1,1,1,0,0,0,1
thechicmystique hurting badly leave like angry heartless \n\ni promise back,[],1,0,0,0,0,0,0,0,1,0,0
watched video took troye concert last year happy little pill crying miss troyesivan loudlycryingface,[],0,0,0,0,0,0,0,0,1,0,0
disappointed spending £50 outfit meeting boy noselfcontrol nervous,"['noselfcontrol', 'nervous']",1,0,1,1,0,0,0,0,1,0,0
julia finally going able meet ptx crying,['crying'],0,0,0,0,1,0,1,0,0,0,0
chlobiddzx come good babe worry faceblowingakiss faceblowingakiss,[],0,0,0,0,1,1,1,0,0,0,0
amandaholden lovely photo amanda summerhols carefree,"['summerhols', 'carefree']",0,0,0,0,1,1,1,0,0,0,0
sarah complete lunatic chad still giving time beyond cbb mad crazy,"['cbb', 'mad', 'crazy']",1,0,1,0,0,0,0,0,0,0,0
swear god husband gon get murdered someone road rage drives like indy 500,[],1,0,0,1,0,0,0,0,0,0,0
least boiling temperature last night,[],0,0,0,0,0,0,0,1,0,0,0
great got 5am discover amazon prime day deal regular price poutingface,[],1,0,1,0,0,0,0,0,0,0,0
lovemyffajacket facetime still annoy facewithtearsofjoy,[],1,0,0,0,1,1,0,0,0,0,0
lack faith makes people afraid meeting challenges …\n\n muhammadali,"['faith', 'people', 'afraid', 'meeting', 'challenges', 'MuhammadAli']",0,0,0,1,0,0,0,0,0,0,0
way case didnt know joshuas goin tonight take trash play blues ever 675,[],0,0,0,0,1,0,0,0,0,0,0
letting anger key happiness please help let angry feelings happiness anger,"['happiness', 'anger']",1,0,0,0,1,0,1,0,0,0,0
baby dancing dark,[],0,1,0,0,1,1,1,0,0,1,0
niaamh horror stories like make greatful smilingface,[],0,0,0,1,1,0,0,0,0,0,0
